id_evaluacion,id_parte,id_perito,fecha_visita,monto_estimado_dano,dictamen,requiere_reinspeccion
EVA-000249,PAR-000249,PER-0026,2023-07-09,235662.98,Daños constatados consistentes con lo declarado.,False
EVA-000250,PAR-000250,PER-0025,2025-04-05,19692.15,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000251,PAR-000251,PER-0049,2025-03-30,49082.66,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000252,PAR-000252,PER-0003,2023-06-07,38470.14,Daños constatados consistentes con lo declarado.,True
EVA-000253,PAR-000253,PER-0028,2025-04-05,47147.03,No se pudieron constatar los daños declarados.,False
EVA-000254,PAR-000254,PER-0051,2024-04-04,43795.15,Se verificaron daños parciales en el bien asegurado.,False
EVA-000255,PAR-000255,PER-0029,2024-07-30,35664.15,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000256,PAR-000256,PER-0054,2023-06-08,48273.34,Se verificaron daños parciales en el bien asegurado.,False
EVA-000257,PAR-000257,PER-0023,2025-11-27,20798.77,Daños constatados consistentes con lo declarado.,True
EVA-000258,PAR-000258,PER-0037,2024-11-05,26886.5,Daños totales. Se recomienda indemnización completa.,False
EVA-000259,PAR-000259,PER-0007,2026-02-24,23744.03,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000260,PAR-000260,PER-0034,2023-11-11,2122.72,Daños totales. Se recomienda indemnización completa.,True
EVA-000261,PAR-000261,PER-0049,2023-09-13,34211.86,No se pudieron constatar los daños declarados.,False
EVA-000262,PAR-000262,PER-0016,2026-02-25,14848.85,Daños constatados consistentes con lo declarado.,False
EVA-000263,PAR-000263,PER-0023,2024-01-02,24226.2,Daños constatados consistentes con lo declarado.,False
EVA-000264,PAR-000264,PER-0040,2024-06-02,28734.11,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000265,PAR-000265,PER-0040,2024-11-28,32766.69,Se verificaron daños parciales en el bien asegurado.,False
EVA-000266,PAR-000266,PER-0054,2025-02-28,6282.43,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000267,PAR-000267,PER-0011,2024-01-08,4234.74,Se verificaron daños parciales en el bien asegurado.,False
EVA-000268,PAR-000268,PER-0007,2024-08-08,41895.24,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000269,PAR-000269,PER-0022,2025-02-03,13202.92,No se pudieron constatar los daños declarados.,False
EVA-000270,PAR-000270,PER-0004,2024-09-06,61832.92,Daños constatados consistentes con lo declarado.,False
EVA-000271,PAR-000271,PER-0035,2025-09-02,5372.75,Daños totales. Se recomienda indemnización completa.,False
EVA-000272,PAR-000272,PER-0039,2024-10-05,63171.37,Daños totales. Se recomienda indemnización completa.,False
EVA-000273,PAR-000273,PER-0035,2026-02-25,30133.27,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000274,PAR-000274,PER-0046,2026-01-29,64783.78,No se pudieron constatar los daños declarados.,False
EVA-000275,PAR-000275,PER-0010,2025-10-28,47427.32,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000276,PAR-000276,PER-0019,2025-01-29,7018.07,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000277,PAR-000277,PER-0035,2023-11-12,37397.15,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000278,PAR-000278,PER-0053,2024-01-10,4208.99,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000279,PAR-000279,PER-0050,2023-08-11,29923.21,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000280,PAR-000280,PER-0026,2026-02-24,62511.66,Daños totales. Se recomienda indemnización completa.,False
EVA-000281,PAR-000281,PER-0021,2025-04-05,31627.65,Indicios de preexistencia. Se requiere investigación adicional.,True
EVA-000282,PAR-000282,PER-0021,2024-08-03,32502.2,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000283,PAR-000283,PER-0006,2024-02-05,30346.33,Daños constatados consistentes con lo declarado.,False
EVA-000284,PAR-000284,PER-0047,2024-10-07,35253.56,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000285,PAR-000285,PER-0017,2025-03-06,5131.0,Daños totales. Se recomienda indemnización completa.,True
EVA-000286,PAR-000286,PER-0023,2024-04-10,34468.14,Se verificaron daños parciales en el bien asegurado.,False
EVA-000287,PAR-000287,PER-0042,2024-06-08,33964.5,Daños totales. Se recomienda indemnización completa.,False
EVA-000288,PAR-000288,PER-0013,2026-02-20,29052.48,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000289,PAR-000289,PER-0050,2025-07-27,56880.37,Se verificaron daños parciales en el bien asegurado.,False
EVA-000290,PAR-000290,PER-0053,2025-10-01,21448.24,Daños constatados consistentes con lo declarado.,False
EVA-000291,PAR-000291,PER-0003,2023-08-09,48713.23,Se verificaron daños parciales en el bien asegurado.,False
EVA-000292,PAR-000292,PER-0001,2024-10-03,38831.42,Daños totales. Se recomienda indemnización completa.,False
EVA-000293,PAR-000293,PER-0009,2024-08-02,31896.63,No se pudieron constatar los daños declarados.,False
EVA-000294,PAR-000294,PER-0002,2025-10-26,57196.39,No se pudieron constatar los daños declarados.,False
EVA-000295,PAR-000295,PER-0010,2024-11-28,8538.55,No se pudieron constatar los daños declarados.,False
EVA-000296,PAR-000296,PER-0027,2024-08-04,7792.62,Indicios de preexistencia. Se requiere investigación adicional.,True
EVA-000297,PAR-000297,PER-0014,2023-07-08,40947.12,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000298,PAR-000298,PER-0016,2024-04-09,12195.62,Daños constatados consistentes con lo declarado.,False
EVA-000299,PAR-000299,PER-0002,2025-12-24,42700.46,Daños verificados parcialmente. Se recomienda pago proporcional.,True
EVA-000300,PAR-000300,PER-0035,2024-12-29,53278.23,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000301,PAR-000301,PER-0013,2023-08-10,28737.26,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000302,PAR-000302,PER-0045,2025-01-31,4315.96,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000303,PAR-000303,PER-0055,2024-12-06,43086.76,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000304,PAR-000304,PER-0056,2025-09-26,17671.07,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000305,PAR-000305,PER-0019,2024-05-04,59881.29,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000306,PAR-000306,PER-0012,2025-03-06,48334.29,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000307,PAR-000307,PER-0026,2025-12-24,68785.94,Indicios de preexistencia. Se requiere investigación adicional.,True
EVA-000308,PAR-000308,PER-0040,2025-08-30,55637.68,Siniestro verificado. Monto estimado dentro del rango de cobertura.,True
EVA-000309,PAR-000309,PER-0054,2024-11-01,5037.94,Daños totales. Se recomienda indemnización completa.,False
EVA-000310,PAR-000310,PER-0005,2026-01-30,25325.15,Daños constatados consistentes con lo declarado.,False
EVA-000311,PAR-000311,PER-0036,2025-11-29,3374.08,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000312,PAR-000312,PER-0021,2025-10-27,23802.3,Daños totales. Se recomienda indemnización completa.,False
EVA-000313,PAR-000313,PER-0048,2026-01-28,7459.26,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000314,PAR-000314,PER-0058,2025-08-25,36905.2,No se pudieron constatar los daños declarados.,False
EVA-000315,PAR-000315,PER-0034,2025-07-01,48702.23,Daños constatados consistentes con lo declarado.,False
EVA-000316,PAR-000316,PER-0060,2025-09-30,113088.02,Daños constatados consistentes con lo declarado.,False
EVA-000317,PAR-000317,PER-0055,2025-05-31,8124.01,Daños totales. Se recomienda indemnización completa.,False
EVA-000318,PAR-000318,PER-0046,2024-12-06,29218.99,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000319,PAR-000319,PER-0018,2024-12-31,65266.73,Se verificaron daños parciales en el bien asegurado.,False
EVA-000320,PAR-000320,PER-0034,2026-02-27,3677.64,Daños totales. Se recomienda indemnización completa.,False
EVA-000321,PAR-000321,PER-0014,2023-12-05,17537.8,No se pudieron constatar los daños declarados.,False
EVA-000322,PAR-000322,PER-0028,2023-09-10,22079.1,Daños constatados consistentes con lo declarado.,True
EVA-000323,PAR-000323,PER-0007,2025-03-04,28865.91,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000324,PAR-000324,PER-0013,2026-03-28,24969.27,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000325,PAR-000325,PER-0048,2023-08-08,39010.38,Daños constatados consistentes con lo declarado.,False
EVA-000326,PAR-000326,PER-0029,2023-06-06,30240.22,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000327,PAR-000327,PER-0020,2024-05-03,58433.53,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000328,PAR-000328,PER-0046,2026-02-27,940.88,Daños totales. Se recomienda indemnización completa.,False
EVA-000329,PAR-000329,PER-0031,2025-01-30,16836.45,No se pudieron constatar los daños declarados.,False
EVA-000330,PAR-000330,PER-0048,2024-06-08,49256.09,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000331,PAR-000331,PER-0046,2026-03-24,43048.73,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000332,PAR-000332,PER-0052,2024-02-09,51899.51,Daños totales. Se recomienda indemnización completa.,False
EVA-000333,PAR-000333,PER-0055,2025-09-28,47947.02,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000334,PAR-000334,PER-0054,2024-04-01,53942.62,Se verificaron daños parciales en el bien asegurado.,False
EVA-000335,PAR-000335,PER-0015,2024-12-06,25652.47,Se verificaron daños parciales en el bien asegurado.,False
EVA-000336,PAR-000336,PER-0025,2024-12-01,34665.06,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000337,PAR-000337,PER-0050,2025-10-23,29318.77,No se pudieron constatar los daños declarados.,False
EVA-000338,PAR-000338,PER-0027,2024-06-02,510.22,Daños totales. Se recomienda indemnización completa.,True
EVA-000339,PAR-000339,PER-0002,2026-03-28,13266.91,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000340,PAR-000340,PER-0042,2023-06-15,10012.58,Daños totales. Se recomienda indemnización completa.,False
EVA-000341,PAR-000341,PER-0057,2025-10-23,53890.44,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000342,PAR-000342,PER-0014,2024-09-01,61588.58,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000343,PAR-000343,PER-0053,2026-02-20,46353.1,Daños totales. Se recomienda indemnización completa.,False
EVA-000344,PAR-000344,PER-0036,2024-01-10,20320.5,Se verificaron daños parciales en el bien asegurado.,False
EVA-000345,PAR-000345,PER-0026,2024-04-02,33200.34,No se pudieron constatar los daños declarados.,False
EVA-000346,PAR-000346,PER-0023,2024-06-05,29505.75,Se verificaron daños parciales en el bien asegurado.,False
EVA-000347,PAR-000347,PER-0017,2026-03-28,26814.33,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000348,PAR-000348,PER-0002,2024-09-04,21175.34,No se pudieron constatar los daños declarados.,False
EVA-000349,PAR-000349,PER-0034,2024-12-06,5152.81,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000350,PAR-000350,PER-0002,2023-06-11,33147.58,Daños totales. Se recomienda indemnización completa.,True
EVA-000351,PAR-000351,PER-0018,2024-10-28,2615.73,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000352,PAR-000352,PER-0009,2023-07-14,15546.02,Daños constatados consistentes con lo declarado.,False
EVA-000353,PAR-000353,PER-0049,2025-09-25,30006.5,Se verificaron daños parciales en el bien asegurado.,False
EVA-000354,PAR-000354,PER-0021,2024-11-28,6362.02,Indicios de preexistencia. Se requiere investigación adicional.,True
EVA-000355,PAR-000355,PER-0016,2025-07-30,21816.42,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000356,PAR-000356,PER-0007,2024-02-02,28845.81,Daños totales. Se recomienda indemnización completa.,False
EVA-000357,PAR-000357,PER-0021,2025-11-28,18549.74,No se pudieron constatar los daños declarados.,False
EVA-000358,PAR-000358,PER-0059,2023-12-05,89202.37,Daños totales. Se recomienda indemnización completa.,False
EVA-000359,PAR-000359,PER-0001,2026-02-21,21878.65,Siniestro verificado. Monto estimado dentro del rango de cobertura.,True
EVA-000360,PAR-000360,PER-0041,2025-07-26,35193.41,Daños totales. Se recomienda indemnización completa.,False
EVA-000361,PAR-000361,PER-0053,2024-08-02,34675.79,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000362,PAR-000362,PER-0051,2025-08-25,35090.9,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000363,PAR-000363,PER-0049,2024-01-06,96234.64,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000364,PAR-000364,PER-0053,2026-01-28,26762.66,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000365,PAR-000365,PER-0009,2024-10-30,27616.65,Daños constatados consistentes con lo declarado.,False
EVA-000366,PAR-000366,PER-0016,2025-01-31,33699.62,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000367,PAR-000367,PER-0036,2025-10-26,39565.27,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000368,PAR-000368,PER-0030,2023-12-03,34904.96,No se pudieron constatar los daños declarados.,False
EVA-000369,PAR-000369,PER-0011,2024-10-06,614.41,Daños totales. Se recomienda indemnización completa.,False
EVA-000370,PAR-000370,PER-0030,2025-12-25,3062.65,No se pudieron constatar los daños declarados.,True
EVA-000371,PAR-000371,PER-0023,2024-02-02,34499.41,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000372,PAR-000372,PER-0057,2025-09-24,51889.21,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000373,PAR-000373,PER-0037,2024-09-29,65316.89,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000374,PAR-000374,PER-0056,2024-10-31,48101.21,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000375,PAR-000375,PER-0036,2023-09-06,10409.68,Se verificaron daños parciales en el bien asegurado.,False
EVA-000376,PAR-000376,PER-0027,2025-10-26,22996.1,Siniestro verificado. Monto estimado dentro del rango de cobertura.,True
EVA-000377,PAR-000377,PER-0042,2026-03-23,39866.78,Daños totales. Se recomienda indemnización completa.,False
EVA-000378,PAR-000378,PER-0003,2024-07-08,80754.45,No se pudieron constatar los daños declarados.,False
EVA-000379,PAR-000379,PER-0028,2024-04-07,41514.78,Daños totales. Se recomienda indemnización completa.,False
EVA-000380,PAR-000380,PER-0017,2025-03-02,36357.32,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000381,PAR-000381,PER-0022,2024-06-30,20858.83,Daños constatados consistentes con lo declarado.,False
EVA-000382,PAR-000382,PER-0019,2026-02-23,16530.26,Daños totales. Se recomienda indemnización completa.,False
EVA-000383,PAR-000383,PER-0031,2023-12-05,22990.05,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000384,PAR-000384,PER-0022,2023-12-10,36628.36,No se pudieron constatar los daños declarados.,False
EVA-000385,PAR-000385,PER-0058,2023-09-08,65052.3,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000386,PAR-000386,PER-0045,2025-02-03,52190.71,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000387,PAR-000387,PER-0054,2023-12-12,27909.51,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000388,PAR-000388,PER-0017,2026-02-21,25801.85,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000389,PAR-000389,PER-0046,2024-11-04,54849.48,Daños totales. Se recomienda indemnización completa.,False
EVA-000390,PAR-000390,PER-0012,2025-09-02,12184.79,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000391,PAR-000391,PER-0037,2026-03-26,10635.02,Daños constatados consistentes con lo declarado.,True
EVA-000392,PAR-000392,PER-0045,2025-04-02,8492.51,Indicios de preexistencia. Se requiere investigación adicional.,False
